video_id,start,end,text,dialect
33N6pylUblw,00:01:45.820,00:01:47.780,أو أي شغلة في هالحياة,Jordan
33N6pylUblw,00:01:47.800,00:01:49.600,لازم يكون في داعم إلك,Jordan
33N6pylUblw,00:01:49.660,00:01:52.900,أو إنسان يعني تشكيله ع القليلة همك,Jordan
33N6pylUblw,00:01:52.920,00:01:54.640,أو يعني يوقف معك,Jordan
38zeZiujrN4,00:00:06.140,00:00:08.180,كيف ممكن العلاج الوظيفي,Jordan
38zeZiujrN4,00:00:08.300,00:00:10.680,يساعد الطفل على تحقيق قدرات أفضل,Jordan
38zeZiujrN4,00:00:10.780,00:00:12.160,وتحقيق الإستقلالية؟,Jordan
38zeZiujrN4,00:00:12.260,00:00:13.600,طبعاً المعالج الوظيفي,Jordan
38zeZiujrN4,00:00:13.700,00:00:15.000,بده يقيم الطفل,Jordan
38zeZiujrN4,00:00:15.160,00:00:17.740,كل طفل إله قدرات,Jordan
38zeZiujrN4,00:00:17.820,00:00:19.340,أو في اختلافات فردية,Jordan
38zeZiujrN4,00:00:19.460,00:00:20.940,لكن كمان في معايير,Jordan
38zeZiujrN4,00:00:21.080,00:00:23.740,حسب كل فئة عمرية,Jordan
38zeZiujrN4,00:00:23.840,00:00:25.580,في توقعات وفي قدرات,Jordan
38zeZiujrN4,00:00:25.760,00:00:27.100,لهاي الفئة العمرية,Jordan
38zeZiujrN4,00:00:27.240,00:00:29.600,بده المعالج الوظيفي يقيم هاد الطفل,Jordan
38zeZiujrN4,00:00:29.680,00:00:30.980,حسب احتياجاته,Jordan
38zeZiujrN4,00:00:31.080,00:00:34.500,ويبدأ يطبق الخطة العلاجية تبعته,Jordan
38zeZiujrN4,00:00:34.600,00:00:37.760,طبعاً إذا كان الطفل محتاج العمل,Jordan
38zeZiujrN4,00:00:37.860,00:00:39.180,على المهارات الدقيقة,Jordan
38zeZiujrN4,00:00:39.260,00:00:41.920,أو العمل على المهارات الحركية الكبيرة,Jordan
38zeZiujrN4,00:00:42.100,00:00:43.440,أو الإعتماد على النفس,Jordan
38zeZiujrN4,00:00:43.540,00:00:44.960,أو مهارات الكتابة,Jordan
38zeZiujrN4,00:00:45.080,00:00:47.840,أو مهارات الإعتماد على النفس,Jordan
38zeZiujrN4,00:00:47.920,00:00:49.820,في الأكل والشرب واللباس,Jordan
38zeZiujrN4,00:00:49.960,00:00:52.120,طبعاً هون عشان أنا أوصل,Jordan
38zeZiujrN4,00:00:52.220,00:00:54.440,لأعلى مرحلة من الإعتماد على النفس,Jordan
38zeZiujrN4,00:00:54.520,00:00:56.720,ممكن أحتاج تعديلات بيئية,Jordan
38zeZiujrN4,00:00:56.840,00:00:58.840,هاد كمان دور المعالج الوظيفي,Jordan
38zeZiujrN4,00:00:58.920,00:01:00.940,ممكن أئمن إله بعض الأدوات,Jordan
38zeZiujrN4,00:01:01.000,00:01:03.540,أو التكنولوجيا الخاصة,Jordan
38zeZiujrN4,00:01:03.660,00:01:05.400,إلي بدها تساعد هاد الطفل,Jordan
38zeZiujrN4,00:01:05.460,00:01:08.020,إنه يوصل للإعتماد على نفسه,Jordan
38zeZiujrN4,00:01:08.140,00:01:11.460,وأحقق الهدف باستخدام هاي الأدوات,Jordan
38zeZiujrN4,00:01:11.600,00:01:14.540,وطبعاً بنفذ الخطة تبعته,Jordan
38zeZiujrN4,00:01:14.700,00:01:17.020,من خلال تدريبات خاصة,Jordan
38zeZiujrN4,00:01:17.080,00:01:18.400,هو مدرب عليها,Jordan
38zeZiujrN4,00:01:18.520,00:01:20.040,وبده يدرب الطفل عليها,Jordan
38zeZiujrN4,00:01:20.100,00:01:21.500,ينقله هاي المهارات,Jordan
38zeZiujrN4,00:01:21.620,00:01:23.620,في جلسات خاصة,Jordan
38zeZiujrN4,00:01:23.760,00:01:25.200,محدد وقتها,Jordan
38zeZiujrN4,00:01:25.300,00:01:26.380,ومحدد مكانها,Jordan
38zeZiujrN4,00:01:26.500,00:01:29.160,ومحدد الأدوات إلي بده يشتغل فيها,Jordan
4WbeJnKs5oA,00:00:06.720,00:00:09.260,الذكاء العقلي بيختلف عن الذكاء الإنفعالي,Jordan
4WbeJnKs5oA,00:00:09.320,00:00:12.780,الذكاء العقلي بيهتم بالأمور الرياضية,Jordan
4WbeJnKs5oA,00:00:12.860,00:00:14.860,بيهتم بقدرتنا على التحليل,Jordan
4WbeJnKs5oA,00:00:14.940,00:00:16.260,بالتفكير المجرد,Jordan
4WbeJnKs5oA,00:00:16.340,00:00:18.360,الذكاء العاطفي الإنفعالي,Jordan
4WbeJnKs5oA,00:00:18.440,00:00:19.660,هو أكتر وعي ذاتي,Jordan
4WbeJnKs5oA,00:00:19.740,00:00:21.740,طريقة التحكم بمشاعرنا,Jordan
4WbeJnKs5oA,00:00:21.820,00:00:25.160,وبالآخر كيف بنتواصل مع الآخرين، التعاطف معاهم,Jordan
4WbeJnKs5oA,00:00:25.240,00:00:28.380,وكيف بنقدر نخلق دافعية داخلية أو ذاتية,Jordan
4WbeJnKs5oA,00:00:28.400,00:00:31.900,الدمج بينهم هون بسير عنا ذكاء إنفعالي,Jordan
4WbeJnKs5oA,00:00:31.960,00:00:33.360,( ذكاء عاطفي ),Jordan
4WbeJnKs5oA,00:00:33.440,00:00:36.500,لأنو الواحد ما بكفي بس إنو يكون عندو ذكاء عقلي,Jordan
4WbeJnKs5oA,00:00:36.540,00:00:40.000,لإنو حتى بالمدارس كانو كتير يركزوا على الأكاديمي,Jordan
4WbeJnKs5oA,00:00:40.040,00:00:44.540,دايماً يقولو إنو النجاح هو ضمن مجريات الحياة,Jordan
4WbeJnKs5oA,00:00:44.560,00:00:46.860,هو بيعتمد على العلامات على الدراسة,Jordan
4WbeJnKs5oA,00:00:46.880,00:00:51.720,بعدين عملو دراسات وقالوا مش أنجح الناس إلي شاطرين بالمدرسة,Jordan
4WbeJnKs5oA,00:00:51.760,00:00:54.200,وصاروا يهتموا بالأمور الإجتماعية,Jordan
4WbeJnKs5oA,00:00:54.300,00:00:55.600,وبالأمور العاطفية,Jordan
4WbeJnKs5oA,00:00:55.660,00:00:59.120,وكيف الواحد بيقدر يدير علاقاته بطريقة صحية وناجحة,Jordan
4WbeJnKs5oA,00:00:59.160,00:01:00.880,فلما ندمج هدول الإتنين مع بعض,Jordan
4WbeJnKs5oA,00:01:00.900,00:01:04.620,فهون عم بنكون نربي شخص صحي داخلياً,Jordan
4WbeJnKs5oA,00:01:04.720,00:01:07.080,وقادر يتعامل مع محيطه وظروفه,Jordan
4WbeJnKs5oA,00:01:07.100,00:01:09.760,ويقدر يتأقلم وعندو مرونة كافية,Jordan
4WbeJnKs5oA,00:01:09.820,00:01:13.540,إنو يتخطى أي صعوبات بواجهها بحياته,Jordan
4c-_KbsA7sU,00:00:05.640,00:00:07.560,الـ ABA هو علم,Jordan
4c-_KbsA7sU,00:00:07.580,00:00:10.120,هاد العلم بيعتمد على دراسات,Jordan
4c-_KbsA7sU,00:00:10.180,00:00:13.360,هاي الدراسات أثبتت إلنا إنه إحنا كأشخاص,Jordan
4c-_KbsA7sU,00:00:13.420,00:00:16.780,سلوكياتنا تعتمد على قوانين معينة,Jordan
4c-_KbsA7sU,00:00:16.800,00:00:18.080,من ضمن هاي القوانين,Jordan
4c-_KbsA7sU,00:00:18.160,00:00:21.880,قانون التعزيز وقانون العقاب وقانون التحفيز,Jordan
4c-_KbsA7sU,00:00:21.940,00:00:24.880,على أساس هاي القوانين إحنا سلوكياتنا بتتغير,Jordan
4c-_KbsA7sU,00:00:24.940,00:00:28.620,يا بتزيد يا بتقل يا ممكن تنقرض,Jordan
4c-_KbsA7sU,00:00:28.680,00:00:31.800,فمثلاً ممكن يكون عندي شخص,Jordan
4c-_KbsA7sU,00:00:31.840,00:00:37.360,إذا مثلاً بيعمل سلوك عجبني,Jordan
4c-_KbsA7sU,00:00:37.440,00:00:40.100,وأحكيله إنه شكراً,Jordan
4c-_KbsA7sU,00:00:40.140,00:00:42.800,بس كلمة شكراً إذا صار سلوكه زاد,Jordan
4c-_KbsA7sU,00:00:42.840,00:00:45.260,ممكن هاي تكون تعزيز بالنسبة لهاد الشخص,Jordan
4c-_KbsA7sU,00:00:45.300,00:00:47.800,ممكن زي قانون العقاب,Jordan
4c-_KbsA7sU,00:00:47.840,00:00:50.020,إنه ممكن شخص بسوق بطريقة سريعة,Jordan
4c-_KbsA7sU,00:00:50.060,00:00:52.400,أخد مخالفة,Jordan
4c-_KbsA7sU,00:00:52.440,00:00:56.340,أدت إنه بطل يسوق بطريقة سريعة,Jordan
4c-_KbsA7sU,00:00:56.360,00:00:58.380,فهاي بيكون صار فى عقاب,Jordan
4c-_KbsA7sU,00:00:58.420,00:01:01.100,بس المهم إلي إحنا نعرفه بالـ ABA,Jordan
4c-_KbsA7sU,00:01:01.160,00:01:05.080,إنه هاي القوانين بتنطبق على الكل,Jordan
4c-_KbsA7sU,00:01:05.140,00:01:09.620,بس إنه لما بده ينحط برامج عشان تغير سلوكيات,Jordan
4c-_KbsA7sU,00:01:09.680,00:01:12.320,لازم تكون هاي البرامج فردية,Jordan
4c-_KbsA7sU,00:01:12.420,00:01:20.300,لأنه المعززات والتحفيز والعقاب,Jordan
4c-_KbsA7sU,00:01:20.400,00:01:22.700,ممكن تختلف بين الشخص والآخر,Jordan
4c-_KbsA7sU,00:01:22.760,00:01:26.500,فما بقدر أنا أحط نفس البرامج لكل الأشخاص,Jordan
4c-_KbsA7sU,00:01:26.560,00:01:28.000,لأنه ما هينفع,Jordan
4hD_JLhgGH8,00:00:05.700,00:00:07.260,من الطرق المتبعة حالياً,Jordan
4hD_JLhgGH8,00:00:07.320,00:00:08.920,لتشغيل الأشخاص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:00:09.000,00:00:12.240,هو التشغيل المدعوم بوجود مدرب العمل,Jordan
4hD_JLhgGH8,00:00:12.400,00:00:14.900,الأدوار إلي بقوم فيها مدرب العمل,Jordan
4hD_JLhgGH8,00:00:15.000,00:00:17.540,هو في البداية تقييم الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:00:17.600,00:00:19.240,بإجراء تقييم كامل لإله,Jordan
4hD_JLhgGH8,00:00:19.340,00:00:21.200,وجمع أكبر قدر من المعلومات,Jordan
4hD_JLhgGH8,00:00:21.280,00:00:22.560,عن الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:00:22.680,00:00:26.040,المعلومات الشخصية، المهارات، الهوايات,Jordan
4hD_JLhgGH8,00:00:26.240,00:00:28.560,شو السلوكيات الموجودة,Jordan
4hD_JLhgGH8,00:00:28.620,00:00:29.840,عند الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:00:30.020,00:00:31.540,إضافة للدور التاني,Jordan
4hD_JLhgGH8,00:00:31.620,00:00:33.300,إلي هو إيجاد فرصة عمل,Jordan
4hD_JLhgGH8,00:00:33.360,00:00:35.140,بروح بقابل الشركة,Jordan
4hD_JLhgGH8,00:00:35.260,00:00:37.260,بيجري تقييم لبيئة العمل,Jordan
4hD_JLhgGH8,00:00:37.400,00:00:39.800,بوعي الزملاء عن موضوع تشغيل,Jordan
4hD_JLhgGH8,00:00:39.860,00:00:41.200,الأشخاص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:00:41.260,00:00:43.660,وبعدين بقوم بعملية التفاوض والتشاور,Jordan
4hD_JLhgGH8,00:00:43.700,00:00:44.820,مع صاحب العمل,Jordan
4hD_JLhgGH8,00:00:44.940,00:00:47.340,بما يخص تشغيل الأشخاص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:00:47.520,00:00:49.700,بعد هيك بيجري مدرب العمل,Jordan
4hD_JLhgGH8,00:00:49.760,00:00:52.420,ما يسمى بالمطابقة الوظيفية,Jordan
4hD_JLhgGH8,00:00:52.560,00:00:54.560,إلي هي يحاول يحط,Jordan
4hD_JLhgGH8,00:00:54.620,00:00:56.820,الشخص المناسب بالمكان المناسب,Jordan
4hD_JLhgGH8,00:00:56.900,00:00:59.260,بناءاً على قدراته وإمكانياته,Jordan
4hD_JLhgGH8,00:00:59.340,00:01:01.580,وبناءاً على متطلبات العمل,Jordan
4hD_JLhgGH8,00:01:01.700,00:01:03.280,واحتياجات العمل,Jordan
4hD_JLhgGH8,00:01:03.380,00:01:05.920,هون بتنتهي أدوار مدرب العمل,Jordan
4hD_JLhgGH8,00:01:06.080,00:01:07.480,قبل التشغيل,Jordan
4hD_JLhgGH8,00:01:07.600,00:01:10.320,هلأ بنحكي عن مرحلة ما بعد التشغيل,Jordan
4hD_JLhgGH8,00:01:10.540,00:01:12.420,بعد التشغيل بصير في عنا,Jordan
4hD_JLhgGH8,00:01:12.520,00:01:15.720,إلي هو التشغيل المدعوم في مكان العمل,Jordan
4hD_JLhgGH8,00:01:15.860,00:01:18.480,إلي هو المدرب برافق الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:01:18.560,00:01:19.720,لمكان عمله,Jordan
4hD_JLhgGH8,00:01:19.840,00:01:22.820,بقدمله دعم مكثف بمكان العمل,Jordan
4hD_JLhgGH8,00:01:23.020,00:01:26.140,بكون دوام الشخص ذوي الإعاقة بداية,Jordan
4hD_JLhgGH8,00:01:26.260,00:01:29.020,3 أيام بالأسبوع أو ساعات معينة,Jordan
4hD_JLhgGH8,00:01:29.100,00:01:30.540,شوي شوي تدريجي,Jordan
4hD_JLhgGH8,00:01:30.600,00:01:33.340,ببلش يزيد ساعات عمل الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:01:33.400,00:01:34.740,وأيام عمله,Jordan
4hD_JLhgGH8,00:01:34.900,00:01:37.800,بهاي الفترة دعم المدرب بكون مكثف,Jordan
4hD_JLhgGH8,00:01:37.840,00:01:39.520,بكون موجود معه طول الوقت,Jordan
4hD_JLhgGH8,00:01:39.540,00:01:40.660,وأغلب الأيام,Jordan
4hD_JLhgGH8,00:01:40.720,00:01:43.040,وتدريجياً ببلش ينسحب,Jordan
4hD_JLhgGH8,00:01:43.120,00:01:45.380,بهاي الفترة بقدم دعم طبيعي,Jordan
4hD_JLhgGH8,00:01:45.440,00:01:47.720,إلي هو يسمى دعم زملاء العمل,Jordan
4hD_JLhgGH8,00:01:47.840,00:01:50.680,بحاول إنه يخصص زميل أو زميلين,Jordan
4hD_JLhgGH8,00:01:50.760,00:01:53.060,بيتسموا الزميل المساعد,Jordan
4hD_JLhgGH8,00:01:53.140,00:01:55.440,إلي هو بساعد الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:01:55.500,00:01:57.720,في حالة غياب مدرب العمل,Jordan
4hD_JLhgGH8,00:01:57.860,00:02:00.140,هاي مرحلة الدعم الطبيعي,Jordan
4hD_JLhgGH8,00:02:00.160,00:02:02.760,بعدين بنيجي لمرحلة الإنسحاب التدريجي,Jordan
4hD_JLhgGH8,00:02:02.840,00:02:05.700,إلي هو ببلش مدرب العمل ينسحب بالتدريج,Jordan
4hD_JLhgGH8,00:02:05.760,00:02:08.800,ممكن يكون بداية بجانب الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:02:08.880,00:02:10.700,بعدين يكون بالغرفة المجاورة,Jordan
4hD_JLhgGH8,00:02:10.760,00:02:13.940,بعد هيك ممكن ينتقل لمكان الإستراحة البعيد,Jordan
4hD_JLhgGH8,00:02:14.020,00:02:15.940,بس بحسس مدرب العمل,Jordan
4hD_JLhgGH8,00:02:16.080,00:02:18.520,بخلي الشخص ذوي الإعاقة,Jordan
4hD_JLhgGH8,00:02:18.640,00:02:21.540,يشعر بوجوده لكن داخل الشركة,Jordan
4hD_JLhgGH8,00:02:21.800,00:02:23.140,حتى يشعر بالأمان,Jordan
4hD_JLhgGH8,00:02:23.220,00:02:24.480,وشوي شوي بينسحب,Jordan
4hD_JLhgGH8,00:02:24.540,00:02:27.060,لينتقل لخارج منطقة العمل,Jordan
4hD_JLhgGH8,00:02:27.120,00:02:29.380,وبصير في عنا مرحلة المتابعة,Jordan
4hD_JLhgGH8,00:02:29.500,00:02:32.440,والإستمرار بالمتابعة أو زيارات دورية,Jordan
4hD_JLhgGH8,00:02:32.560,00:02:36.200,ممكن يكون في اتصالات هاتفية,Jordan
4hD_JLhgGH8,00:02:36.280,00:02:39.380,متابعة من خلال زميل العمل,Jordan
4hD_JLhgGH8,00:02:39.540,00:02:42.400,زيارات ميدانية، شهرية أو أسبوعية,Jordan
4hD_JLhgGH8,00:02:42.480,00:02:44.420,المهم إنه يضل في متابعة,Jordan
4hD_JLhgGH8,00:02:44.460,00:02:45.460,للشخص ذوي الإعاقة,Jordan
4p2RwAStzR0,00:00:05.640,00:00:07.380,في نصائح بقدمها للأهل,Jordan
4p2RwAStzR0,00:00:07.440,00:00:09.720,حتى يضمنوا تشغيل ناجح,Jordan
4p2RwAStzR0,00:00:09.800,00:00:11.080,لأبنائهم بالمستقبل,Jordan
4p2RwAStzR0,00:00:11.160,00:00:13.260,حملوا أبنائكم مسؤوليات بالبيت,Jordan
4p2RwAStzR0,00:00:13.300,00:00:16.320,خليهم يكونوا مسؤولين عن بعض الأمور,Jordan
4p2RwAStzR0,00:00:16.420,00:00:17.620,يساعدوكم بالبيت,Jordan
4p2RwAStzR0,00:00:17.720,00:00:19.660,يكونوا مسؤولين عن ترتيب غرفهم,Jordan
4p2RwAStzR0,00:00:19.700,00:00:21.020,عن ترتيب أغراضهم,Jordan
4p2RwAStzR0,00:00:21.100,00:00:24.800,هاد كله بساعد بتحملهم لجزء من المسؤولية,Jordan
4p2RwAStzR0,00:00:25.040,00:00:26.900,بالتالي لما بينتقلوا لسوق العمل,Jordan
4p2RwAStzR0,00:00:27.000,00:00:28.920,هم قادرين إنه يتحملوا مسؤولية,Jordan
4p2RwAStzR0,00:00:28.980,00:00:31.080,الإشي إلي هم عم بقوموا بعمله,Jordan
4p2RwAStzR0,00:00:31.200,00:00:35.340,إضافة إلى إنه خلينا نشتغل على تهيئتهم,Jordan
4p2RwAStzR0,00:00:35.440,00:00:36.360,ما قبل العمل,Jordan
4p2RwAStzR0,00:00:36.440,00:00:38.260,نعرفهم شو يعني عمل؟,Jordan
4p2RwAStzR0,00:00:38.300,00:00:39.780,شو أخلاقيات العمل؟,Jordan
4p2RwAStzR0,00:00:39.860,00:00:41.920,نشتغل على السلوكيات الخاطئة,Jordan
4p2RwAStzR0,00:00:42.020,00:00:45.220,إضافة إنه نعرفهم التسلسل الوظيفي,Jordan
4p2RwAStzR0,00:00:45.300,00:00:47.580,لمين نرجع إذا واجهتنا أي مشكلة,Jordan
4p2RwAStzR0,00:00:47.680,00:00:50.040,نساعدهم إنه يحلوا مشاكلهم بنفسهم,Jordan
4REiPp6W6N0,00:00:05.640,00:00:08.500,الأمور إلي بتأثر على عملية التشغيل,Jordan
4REiPp6W6N0,00:00:08.600,00:00:09.800,إلي هي أغلب الأحيان,Jordan
4REiPp6W6N0,00:00:09.880,00:00:11.960,سلوكيات الشخص ذوي الإعاقة نفسه,Jordan
4REiPp6W6N0,00:00:12.020,00:00:13.620,ممكن يكون عنده سلوكيات خاطئة,Jordan
4REiPp6W6N0,00:00:13.680,00:00:15.440,تأثر على عملية التشغيل,Jordan
4REiPp6W6N0,00:00:15.500,00:00:18.460,أحياناً زملاء العمل، بيئة العمل,Jordan
4REiPp6W6N0,00:00:18.560,00:00:21.160,ممكن يكون في زميل غير متقبل للفكرة,Jordan
4REiPp6W6N0,00:00:21.220,00:00:22.780,وهون بنرجع لدور مدرب العمل,Jordan
4REiPp6W6N0,00:00:22.840,00:00:24.560,في توعية الزملاء,Jordan
4REiPp6W6N0,00:00:24.680,00:00:27.360,مشكلة أو عائق المواصلات أحياناً,Jordan
4REiPp6W6N0,00:00:27.500,00:00:29.100,من وإلى أماكن العمل,Jordan
4REiPp6W6N0,00:00:29.240,00:00:30.980,وهون كمان المدرب أحياناً,Jordan
4REiPp6W6N0,00:00:31.080,00:00:33.380,إذا كان الشخص قابل إنه يتعلم,Jordan
4REiPp6W6N0,00:00:33.500,00:00:34.960,إذا كان الشخص قابل إنه يتعلم,Jordan
4REiPp6W6N0,00:00:35.100,00:00:35.820,من دور المدرب,Jordan
4REiPp6W6N0,00:00:35.880,00:00:38.840,إنه يعلمه على استخدام هاي المواصلات,Jordan
4REiPp6W6N0,00:00:38.980,00:00:41.340,بنفس الوقت الأهل أحياناً,Jordan
4REiPp6W6N0,00:00:41.400,00:00:46.320,بكون تدخلهم أو تخوفهم الزائد على أبنائهم,Jordan
4REiPp6W6N0,00:00:46.500,00:00:48.900,ممكن يأثر سلباً على عملية التشغيل,Jordan
4REiPp6W6N0,00:00:48.960,00:00:50.180,نتيجة لتخوفهم,Jordan
4REiPp6W6N0,00:00:50.400,00:00:53.240,فإحنا خلي يكون في متابعة من قِبَل الأهل,Jordan
4REiPp6W6N0,00:00:53.340,00:00:54.940,وفي مراقبة لأبنائهم,Jordan
4REiPp6W6N0,00:00:55.020,00:00:56.040,لكن ضمن المعقول,Jordan
4REiPp6W6N0,00:00:56.100,00:00:58.580,حتى ما يأثر سلباً على عملية تشغيلهم,Jordan
5ht1HeHqZa0,00:00:00.000,00:00:03.342,السلام عليكم مقدمكم الدكتور فارس عرب,Jordan
5ht1HeHqZa0,00:00:03.342,00:00:05.918,في هذه الحلقة تمرين واحد فقط ,Jordan
5ht1HeHqZa0,00:00:05.918,00:00:10.722,"سهل وبسيط ولا يتطلب معدات ولا يستغرق أكثر من ١٠ دقائق,",Jordan
5ht1HeHqZa0,00:00:10.722,00:00:13.089,وإذا مارسته مره واحده يوميا، ,Jordan
5ht1HeHqZa0,00:00:13.089,00:00:15.943,سيضع حد لمعاناتك مع الم الظهر. ,Jordan
5ht1HeHqZa0,00:00:15.943,00:00:19.423,بلا شك حترغب بإضافته الى روتينك بشكل منتظم ,Jordan
5ht1HeHqZa0,00:00:19.423,00:00:24.923,لأنه أصبحنا نجلس لفترات طويلة بسبب الحياة الحديثة وتوفر التكنولوجيا ,Jordan
5ht1HeHqZa0,00:00:24.923,00:00:28.640,سواء في البيت ومكان العمل ومكان التعليم والنقل.,Jordan
5ht1HeHqZa0,00:00:28.641,00:00:33.380,وهذا هو العامل الاول المساهم في نقص الحركة في منتصف الظهر ,Jordan
5ht1HeHqZa0,00:00:33.416,00:00:35.720,وبالتالي تصلب العضلات ,Jordan
5ht1HeHqZa0,00:00:35.753,00:00:39.560,وتبدأ المعانا مع آلام الرقبة والاكتاف وأسفل الظهر.,Jordan
5ht1HeHqZa0,00:00:39.578,00:00:43.580,حلقه اليوم للأي شخص كبير او صغير رجل او امرأة ,Jordan
5ht1HeHqZa0,00:00:43.582,00:00:45.900,يعاني من الم أسفل الظهر ,Jordan
5ht1HeHqZa0,00:00:45.915,00:00:49.000,سواء بسبب شد عضلي او ديسك ,Jordan
5ht1HeHqZa0,00:00:49.014,00:00:53.740,او للوقاية منهما. التمرين اسمه التواء الجذع او leg twist,Jordan
5ht1HeHqZa0,00:00:53.749,00:00:56.380,كيف تستفيد من هالتمرين لأقصى درجه؟,Jordan
5ht1HeHqZa0,00:00:56.393,00:01:00.320,تابع معي للنهاية واشترك بقناة سكون على اليوتيوب او الفيس بوك ,Jordan
5ht1HeHqZa0,00:01:00.327,00:01:02.660,لأنه حتنزل حلقات بشكل مستمر ,Jordan
5ht1HeHqZa0,00:01:02.660,00:01:05.740,"بتشرح معلومات لتحسين نمط حياتك بشكل مبسط, ",Jordan
5ht1HeHqZa0,00:01:05.759,00:01:07.759,ولا أريدها أن تفوتك,Jordan
5ht1HeHqZa0,00:01:13.441,00:01:16.740,قبل أي شيء لنتعلم طريقه التمرين بشكل صحيح. ,Jordan
5ht1HeHqZa0,00:01:16.749,00:01:18.749,لتفادي أي اصابات بالمفاصل. ,Jordan
5ht1HeHqZa0,00:01:18.750,00:01:21.280,اتبع الطريقة التالية:,Jordan
5ht1HeHqZa0,00:01:21.292,00:01:24.520,ابدأ بالاستلقاء بشكل مريح على الظهر. ,Jordan
5ht1HeHqZa0,00:01:24.530,00:01:28.940,الافضل على بساط التمرين على الأرض وليس على السرير.,Jordan
5ht1HeHqZa0,00:01:28.951,00:01:32.940,افرد ذراعيك إلى جانب الجسم بشكل حرف T .,Jordan
5ht1HeHqZa0,00:01:32.955,00:01:36.680,الذراعين ستعمل كمرساه لتثبيت الجذع.,Jordan
5ht1HeHqZa0,00:01:36.680,00:01:39.840,ارفع الارجل للأعلى بحيث تتعامد مع الجزع ,Jordan
5ht1HeHqZa0,00:01:39.848,00:01:43.500,بزاوية قائمه وتكون ركبتيك مستقيمه .,Jordan
5ht1HeHqZa0,00:01:43.504,00:01:45.504,خذ نفس عميق من الانف، ,Jordan
5ht1HeHqZa0,00:01:45.505,00:01:50.400,وابدا بإسقاط الارجل الى الجانب ببطيء باتجاه الأرض ,Jordan
5ht1HeHqZa0,00:01:50.414,00:01:52.414,لأدنى مستوى ممكن.,Jordan
5ht1HeHqZa0,00:01:52.415,00:01:56.280,أبقِ الركبتين والقدمين متلاصقه بعضهما، ,Jordan
5ht1HeHqZa0,00:01:56.280,00:02:01.180,اضغط على ظهر الاكتاف لأسفل للتثبيت مع اخراج هواء الزفير. ,Jordan
5ht1HeHqZa0,00:02:01.189,00:02:04.060,في هذه الوضعية تأكد من ٣ نقاط:,Jordan
5ht1HeHqZa0,00:02:04.079,00:02:06.960,ان الاقدام لا تلمس الأرض,Jordan
5ht1HeHqZa0,00:02:06.969,00:02:11.040,ان الحركة تحصل من التواء الجذع وليس من الحوض,Jordan
5ht1HeHqZa0,00:02:11.042,00:02:14.060,ان الاكتاف ملتصقه بالأرض.,Jordan
5ht1HeHqZa0,00:02:14.071,00:02:18.700,"قد تحس بشد في العضلات او تشعر بفرقعة مفاصل الفقرات, ",Jordan
5ht1HeHqZa0,00:02:18.701,00:02:22.420,هذا طبيعي جدا ويجب ان تستمتع بهذا الإحساس.,Jordan
5ht1HeHqZa0,00:02:22.426,00:02:27.858,من هذه الوضعية وباستخدام عضلات جذع الجانب المعاكس لاتجاه الاقدام، ,Jordan
5ht1HeHqZa0,00:02:27.858,00:02:30.880,خد شهيق من الانف للعودة إلى المركز. ,Jordan
5ht1HeHqZa0,00:02:30.887,00:02:36.340,وتابع التمرين بإسقاط الركبتين إلى الاتجاه الاخر بنفس الطريقة.,Jordan
5ht1HeHqZa0,00:02:36.353,00:02:38.960,اذا شايف ان التمرين بهذا الشكل صعب ,Jordan
5ht1HeHqZa0,00:02:38.965,00:02:43.100,بإمكانك عمل نفس الخطوات بالنسخة الاسهل من التمرين ,Jordan
5ht1HeHqZa0,00:02:43.108,00:02:46.540,عن طريق ثني الركب بزاويه ٩٠ درجه، ,Jordan
5ht1HeHqZa0,00:02:46.555,00:02:52.520,وتدرج بالتمرين مع الايام حتى تستطيع عمله بركب مستقيمه,Jordan
5ht1HeHqZa0,00:02:52.537,00:02:56.740,لماذا اخترت تمرين التواء الجذع او leg twist عن سواه؟ ,Jordan
5ht1HeHqZa0,00:02:56.754,00:03:03.040,يتميز هذا التمرين ب٤ مميزات تجعله التمرين الأفضل والاقوى لعلاج مشاكل الظهر ,Jordan
5ht1HeHqZa0,00:03:03.041,00:03:06.820,١ تقوية العضلات التي تدعم العمود الفقري.,Jordan
5ht1HeHqZa0,00:03:06.836,00:03:11.800,يستهدف هذا التمرين عضلات الاكتاف والظهر والبطن والحوض. ,Jordan
5ht1HeHqZa0,00:03:11.814,00:03:15.000,غالبًا ما تكون هذه المجموعة العضلية ضعيفة، ,Jordan
5ht1HeHqZa0,00:03:15.001,00:03:17.880,بسبب اطالتها المفرط عند الجلوس، ,Jordan
5ht1HeHqZa0,00:03:17.891,00:03:21.320,"مما قد يؤدي إلى مجموعة كاملة من المشاكل, ",Jordan
